time,ipv4,ipv6,torv2,torv3,i2p,cjdns
2024-09-17,0.308,0.101,0,0.51,0.08,0.0
2024-09-18,0.308,0.101,0,0.51,0.081,0.0
2024-09-19,0.309,0.101,0,0.509,0.081,0.0
2024-09-20,0.309,0.101,0,0.509,0.081,0.0
2024-09-21,0.316,0.104,0,0.497,0.083,0.0
2024-09-22,0.312,0.102,0,0.501,0.084,0.0
2024-09-23,0.335,0.108,0,0.467,0.09,0.0
2024-09-24,0.307,0.1,0,0.51,0.082,0.0
2024-09-25,0.307,0.1,0,0.51,0.083,0.0
2024-09-26,0.307,0.099,0,0.51,0.083,0.0
2024-09-27,0.306,0.1,0,0.51,0.083,0.0
2024-09-28,0.306,0.101,0,0.509,0.084,0.0
2024-09-29,0.309,0.103,0,0.503,0.085,0.0
2024-09-30,0.305,0.103,0,0.508,0.084,0.0
2024-10-01,0.305,0.102,0,0.508,0.084,0.0
2024-10-02,0.308,0.103,0,0.504,0.084,0.0
2024-10-03,0.437,0.145,0,0.298,0.119,0.001
2024-10-04,0.305,0.101,0,0.509,0.084,0.0
2024-10-05,0.312,0.104,0,0.498,0.085,0.0
2024-10-06,0.304,0.103,0,0.509,0.084,0.0
2024-10-07,0.305,0.103,0,0.509,0.083,0.0
2024-10-08,0.306,0.103,0,0.505,0.085,0.0
2024-10-09,0.307,0.106,0,0.503,0.083,0.0
2024-10-10,0.308,0.106,0,0.503,0.082,0.0
2024-10-11,0.308,0.108,0,0.501,0.083,0.0
2024-10-12,0.306,0.108,0,0.503,0.083,0.0
2024-10-13,0.309,0.108,0,0.502,0.081,0.0
2024-10-14,0.307,0.108,0,0.503,0.082,0.0
2024-10-15,0.307,0.108,0,0.504,0.08,0.0
2024-10-16,0.31,0.109,0,0.5,0.082,0.0
2024-10-17,0.308,0.108,0,0.504,0.08,0.0
2024-10-18,0.307,0.105,0,0.509,0.079,0.0
2024-10-19,0.306,0.105,0,0.507,0.081,0.0
2024-10-20,0.306,0.105,0,0.508,0.081,0.0
2024-10-21,0.306,0.105,0,0.51,0.079,0.0
2024-10-22,0.306,0.107,0,0.513,0.074,0.0
2024-10-23,0.306,0.111,0,0.508,0.074,0.0
2024-10-24,0.306,0.114,0,0.506,0.074,0.0
2024-10-25,0.306,0.113,0,0.509,0.072,0.0
2024-10-26,0.304,0.114,0,0.508,0.073,0.0
2024-10-27,0.309,0.118,0,0.499,0.075,0.0
2024-10-28,0.304,0.114,0,0.509,0.072,0.0
2024-10-29,0.303,0.115,0,0.508,0.073,0.0
2024-10-30,0.305,0.115,0,0.506,0.073,0.0
2024-10-31,0.305,0.116,0,0.508,0.071,0.0
2024-11-01,0.31,0.117,0,0.496,0.076,0.0
2024-11-02,0.304,0.116,0,0.504,0.076,0.0
2024-11-03,0.294,0.121,0,0.514,0.071,0.0
2024-11-04,0.295,0.12,0,0.515,0.07,0.0
2024-11-05,0.296,0.119,0,0.51,0.074,0.0
2024-11-06,0.293,0.117,0,0.514,0.076,0.0
2024-11-07,0.293,0.119,0,0.515,0.073,0.0
2024-11-08,0.306,0.114,0,0.502,0.077,0.0
2024-11-09,0.306,0.114,0,0.502,0.077,0.0
2024-11-10,0.306,0.114,0,0.502,0.077,0.0
2024-11-11,0.298,0.113,0,0.51,0.079,0.0
2024-11-12,0.298,0.113,0,0.51,0.079,0.0
2024-11-13,0.3,0.112,0,0.511,0.077,0.0
2024-11-14,0.306,0.114,0,0.499,0.08,0.0
2024-11-15,0.307,0.116,0,0.495,0.081,0.0
2024-11-16,0.301,0.113,0,0.506,0.079,0.0
2024-11-17,0.354,0.143,0,0.443,0.059,0.0
2024-11-18,0.354,0.143,0,0.443,0.059,0.0
2024-11-19,0.331,0.108,0,0.486,0.074,0.0
2024-11-20,0.331,0.108,0,0.486,0.074,0.0
2024-11-21,0.328,0.109,0,0.488,0.075,0.0
2024-11-22,0.33,0.109,0,0.486,0.074,0.0
2024-11-23,0.329,0.109,0,0.487,0.074,0.0
2024-11-24,0.33,0.109,0,0.484,0.077,0.0
2024-11-25,0.319,0.112,0,0.492,0.076,0.0
2024-11-26,0.322,0.112,0,0.489,0.076,0.0
2024-11-27,0.328,0.112,0,0.484,0.077,0.0
2024-11-28,0.332,0.11,0,0.483,0.075,0.0
2024-11-29,0.332,0.11,0,0.483,0.075,0.0
2024-11-30,0.32,0.112,0,0.49,0.077,0.0
2024-12-01,0.324,0.113,0,0.487,0.076,0.0
2024-12-02,0.324,0.112,0,0.486,0.076,0.0
2024-12-03,0.327,0.113,0,0.484,0.075,0.0
2024-12-04,0.331,0.112,0,0.483,0.074,0.0
2024-12-05,0.338,0.113,0,0.472,0.077,0.0
2024-12-06,0.374,0.13,0,0.407,0.089,0.0
2024-12-07,0.32,0.114,0,0.489,0.077,0.0
2024-12-08,0.319,0.114,0,0.49,0.076,0.0
2024-12-09,0.323,0.112,0,0.489,0.076,0.0
2024-12-10,0.333,0.112,0,0.479,0.075,0.0
2024-12-11,0.332,0.11,0,0.479,0.078,0.0
2024-12-12,0.635,0.21,0,0.004,0.15,0.001
2024-12-13,0.331,0.109,0,0.481,0.078,0.0
2024-12-14,0.332,0.109,0,0.481,0.078,0.0
2024-12-15,0.333,0.108,0,0.48,0.078,0.0
2024-12-16,0.339,0.11,0,0.472,0.078,0.0
2024-12-17,0.333,0.109,0,0.48,0.078,0.0
2024-12-18,0.335,0.11,0,0.476,0.079,0.0
2024-12-19,0.335,0.11,0,0.479,0.076,0.0
2024-12-20,0.341,0.11,0,0.471,0.077,0.0
2024-12-21,0.339,0.109,0,0.473,0.077,0.0
2024-12-22,0.315,0.112,0,0.491,0.081,0.0
2024-12-23,0.336,0.109,0,0.478,0.076,0.0
2024-12-24,0.334,0.11,0,0.478,0.078,0.0
2024-12-25,0.383,0.126,0,0.401,0.089,0.0
2024-12-26,0.34,0.112,0,0.469,0.078,0.0
2024-12-27,0.339,0.111,0,0.471,0.078,0.0
2024-12-28,0.334,0.111,0,0.477,0.078,0.0
2024-12-29,0.361,0.12,0,0.434,0.084,0.0
2024-12-30,0.362,0.119,0,0.433,0.086,0.0
2024-12-31,0.389,0.127,0,0.391,0.093,0.0
2025-01-01,0.338,0.111,0,0.47,0.08,0.0
2025-01-02,0.365,0.12,0,0.429,0.085,0.0
2025-01-03,0.334,0.11,0,0.476,0.079,0.0
2025-01-04,0.334,0.111,0,0.476,0.079,0.0
2025-01-05,0.342,0.114,0,0.464,0.08,0.0
2025-01-06,0.336,0.112,0,0.473,0.079,0.0
2025-01-07,0.33,0.111,0,0.478,0.081,0.0
2025-01-08,0.329,0.111,0,0.48,0.08,0.0
2025-01-09,0.335,0.111,0,0.473,0.081,0.0
2025-01-10,0.333,0.11,0,0.476,0.08,0.0
2025-01-11,0.333,0.111,0,0.477,0.079,0.0
2025-01-12,0.336,0.113,0,0.47,0.081,0.0
2025-01-13,0.332,0.113,0,0.475,0.08,0.0
2025-01-14,0.332,0.112,0,0.475,0.08,0.0
2025-01-15,0.339,0.112,0,0.468,0.081,0.0
2025-01-16,0.34,0.112,0,0.466,0.082,0.0
2025-01-17,0.335,0.111,0,0.473,0.08,0.0
2025-01-18,0.335,0.111,0,0.473,0.081,0.0
2025-01-19,0.335,0.111,0,0.474,0.079,0.0
2025-01-20,0.336,0.111,0,0.472,0.08,0.0
2025-01-21,0.337,0.111,0,0.468,0.083,0.0
2025-01-22,0.342,0.112,0,0.461,0.085,0.0
2025-01-23,0.335,0.11,0,0.471,0.083,0.0
2025-01-24,0.338,0.11,0,0.469,0.083,0.0
2025-01-25,0.335,0.111,0,0.472,0.082,0.0
2025-01-26,0.338,0.111,0,0.467,0.084,0.0
2025-01-27,0.338,0.111,0,0.468,0.083,0.0
2025-01-28,0.339,0.112,0,0.466,0.083,0.0
2025-01-29,0.338,0.111,0,0.469,0.082,0.0
2025-01-30,0.336,0.111,0,0.47,0.083,0.0
2025-01-31,0.332,0.111,0,0.474,0.083,0.0
2025-02-01,0.334,0.111,0,0.471,0.083,0.0
2025-02-02,0.334,0.111,0,0.472,0.083,0.0
2025-02-03,0.335,0.112,0,0.472,0.082,0.0
2025-02-04,0.335,0.112,0,0.469,0.082,0.0
2025-02-05,0.336,0.112,0,0.47,0.082,0.0
2025-02-06,0.338,0.113,0,0.467,0.082,0.0
2025-02-07,0.334,0.112,0,0.474,0.08,0.0
2025-02-08,0.336,0.112,0,0.469,0.082,0.0
2025-02-09,0.327,0.113,0,0.477,0.083,0.0
2025-02-10,0.368,0.126,0,0.413,0.093,0.0
2025-02-11,0.33,0.114,0,0.471,0.084,0.0
2025-02-12,0.354,0.122,0,0.434,0.09,0.0
2025-02-13,0.334,0.11,0,0.473,0.082,0.0
2025-02-14,0.332,0.111,0,0.475,0.081,0.0
2025-02-15,0.334,0.112,0,0.471,0.083,0.0
2025-02-16,0.335,0.112,0,0.47,0.082,0.0
2025-02-17,0.334,0.112,0,0.473,0.08,0.0
2025-02-18,0.332,0.111,0,0.477,0.08,0.0
2025-02-19,0.335,0.112,0,0.471,0.081,0.0
2025-02-20,0.332,0.111,0,0.475,0.081,0.0
2025-02-21,0.33,0.112,0,0.479,0.079,0.0
2025-02-22,0.332,0.112,0,0.476,0.079,0.0
2025-02-23,0.337,0.115,0,0.466,0.082,0.0
2025-02-24,0.332,0.113,0,0.475,0.08,0.0
2025-02-25,0.332,0.114,0,0.474,0.08,0.0
2025-02-26,0.333,0.113,0,0.474,0.079,0.0
2025-02-27,0.347,0.119,0,0.451,0.083,0.0
2025-02-28,0.328,0.114,0,0.478,0.079,0.0
2025-03-01,0.331,0.114,0,0.474,0.08,0.0
2025-03-02,0.331,0.114,0,0.474,0.08,0.0
2025-03-03,0.331,0.114,0,0.476,0.079,0.0
2025-03-04,0.33,0.113,0,0.477,0.08,0.0
2025-03-05,0.33,0.114,0,0.477,0.079,0.0
2025-03-06,0.329,0.114,0,0.476,0.08,0.0
2025-03-07,0.33,0.114,0,0.476,0.08,0.0
2025-03-08,0.329,0.114,0,0.476,0.08,0.0
2025-03-09,0.331,0.116,0,0.473,0.08,0.0
2025-03-10,0.332,0.115,0,0.473,0.08,0.0
2025-03-11,0.331,0.115,0,0.473,0.08,0.0
2025-03-12,0.329,0.114,0,0.475,0.082,0.0
2025-03-13,0.371,0.123,0,0.412,0.093,0.0
2025-03-14,0.329,0.114,0,0.475,0.081,0.0
2025-03-15,0.327,0.114,0,0.476,0.082,0.0
2025-03-16,0.328,0.114,0,0.475,0.082,0.0
2025-03-17,0.327,0.115,0,0.476,0.082,0.0
2025-03-18,0.397,0.139,0,0.365,0.098,0.0
2025-03-19,0.33,0.117,0,0.471,0.082,0.0
2025-03-20,0.33,0.116,0,0.472,0.082,0.0
2025-03-21,0.328,0.115,0,0.475,0.081,0.0
2025-03-22,0.328,0.115,0,0.475,0.082,0.0
2025-03-23,0.33,0.115,0,0.474,0.081,0.0
2025-03-24,0.33,0.116,0,0.473,0.081,0.0
2025-03-25,0.328,0.115,0,0.476,0.082,0.0
2025-03-26,0.328,0.115,0,0.475,0.082,0.0
2025-03-27,0.328,0.116,0,0.474,0.081,0.0
2025-03-28,0.331,0.116,0,0.47,0.083,0.0
2025-03-29,0.333,0.117,0,0.467,0.083,0.0
2025-03-30,0.327,0.117,0,0.472,0.083,0.0
2025-03-31,0.327,0.116,0,0.474,0.083,0.0
2025-04-01,0.326,0.117,0,0.473,0.083,0.0
2025-04-02,0.33,0.117,0,0.468,0.084,0.0
2025-04-03,0.326,0.12,0,0.47,0.084,0.0
2025-04-04,0.327,0.118,0,0.471,0.084,0.0
2025-04-05,0.334,0.12,0,0.46,0.086,0.0
2025-04-06,0.318,0.118,0,0.479,0.084,0.0
2025-04-07,0.327,0.118,0,0.471,0.083,0.0
2025-04-08,0.326,0.118,0,0.473,0.083,0.0
2025-04-09,0.327,0.118,0,0.471,0.083,0.0
2025-04-10,0.325,0.118,0,0.474,0.082,0.0
2025-04-11,0.329,0.12,0,0.467,0.085,0.0
2025-04-12,0.325,0.118,0,0.474,0.083,0.0
2025-04-13,0.325,0.117,0,0.474,0.084,0.0
2025-04-14,0.327,0.118,0,0.471,0.083,0.0
2025-04-15,0.326,0.118,0,0.472,0.084,0.0
2025-04-16,0.347,0.125,0,0.439,0.089,0.0
2025-04-17,0.328,0.119,0,0.469,0.084,0.0
2025-04-18,0.327,0.118,0,0.47,0.085,0.0
2025-04-19,0.327,0.119,0,0.47,0.084,0.0
2025-04-20,0.327,0.118,0,0.471,0.084,0.0
2025-04-21,0.326,0.117,0,0.472,0.084,0.0
2025-04-22,0.328,0.118,0,0.468,0.084,0.0
2025-04-23,0.326,0.118,0,0.473,0.083,0.0
2025-04-24,0.327,0.119,0,0.469,0.084,0.0
2025-04-25,0.328,0.118,0,0.47,0.084,0.0
2025-04-26,0.355,0.128,0,0.425,0.092,0.0
2025-04-27,0.326,0.118,0,0.472,0.084,0.0
2025-04-28,0.329,0.118,0,0.469,0.084,0.0
2025-04-29,0.329,0.119,0,0.469,0.083,0.0
2025-04-30,0.329,0.119,0,0.468,0.084,0.0
2025-05-01,0.327,0.119,0,0.471,0.083,0.0
2025-05-02,0.329,0.119,0,0.47,0.083,0.0
2025-05-03,0.328,0.119,0,0.468,0.084,0.0
2025-05-04,0.329,0.119,0,0.468,0.084,0.0
2025-05-05,0.33,0.119,0,0.466,0.085,0.0
2025-05-06,0.328,0.118,0,0.469,0.085,0.0
2025-05-07,0.328,0.118,0,0.469,0.084,0.0
2025-05-08,0.328,0.119,0,0.468,0.084,0.0
2025-05-09,0.33,0.118,0,0.466,0.085,0.0
2025-05-10,0.329,0.117,0,0.468,0.085,0.0
2025-05-11,0.328,0.118,0,0.469,0.085,0.0
2025-05-12,0.328,0.118,0,0.469,0.085,0.0
2025-05-13,0.329,0.118,0,0.467,0.085,0.0
2025-05-14,0.336,0.12,0,0.458,0.087,0.0
2025-05-15,0.326,0.117,0,0.47,0.086,0.0
