time,node_network,node_bloom,node_witness,node_compact_filters,node_network_limited,node_p2p_v2
2024-05-11,0.847,0.243,0.921,0.141,0.918,0.144
2024-05-12,0.849,0.248,0.925,0.141,0.922,0.146
2024-05-13,0.85,0.246,0.926,0.143,0.922,0.15
2024-05-14,0.853,0.248,0.927,0.146,0.922,0.154
2024-05-15,0.85,0.249,0.926,0.143,0.92,0.16
2024-05-16,0.832,0.237,0.917,0.142,0.91,0.168
2024-05-17,0.851,0.253,0.925,0.145,0.919,0.163
2024-05-18,0.851,0.255,0.921,0.149,0.916,0.163
2024-05-19,0.849,0.248,0.924,0.144,0.92,0.168
2024-05-20,0.851,0.251,0.925,0.147,0.921,0.167
2024-05-21,0.845,0.246,0.919,0.146,0.915,0.169
2024-05-22,0.851,0.25,0.925,0.148,0.921,0.171
2024-05-23,0.843,0.244,0.919,0.148,0.916,0.177
2024-05-24,0.851,0.251,0.924,0.151,0.922,0.179
2024-05-25,0.854,0.251,0.927,0.151,0.924,0.184
2024-05-26,0.851,0.249,0.924,0.15,0.921,0.186
2024-05-27,0.852,0.249,0.925,0.151,0.922,0.189
2024-05-28,0.849,0.246,0.924,0.152,0.922,0.191
2024-05-29,0.85,0.248,0.923,0.15,0.921,0.192
2024-05-30,0.854,0.252,0.927,0.155,0.924,0.195
2024-05-31,0.848,0.25,0.92,0.154,0.918,0.194
2024-06-01,0.847,0.25,0.919,0.155,0.917,0.197
2024-06-02,0.851,0.249,0.922,0.155,0.92,0.2
2024-06-03,0.85,0.248,0.926,0.154,0.924,0.205
2024-06-04,0.843,0.244,0.919,0.155,0.916,0.209
2024-06-05,0.851,0.249,0.923,0.154,0.921,0.209
2024-06-06,0.846,0.246,0.921,0.152,0.918,0.212
2024-06-07,0.855,0.25,0.929,0.153,0.927,0.212
2024-06-08,0.857,0.252,0.929,0.155,0.927,0.215
2024-06-09,0.849,0.249,0.922,0.154,0.92,0.214
2024-06-10,0.849,0.25,0.921,0.154,0.919,0.216
2024-06-11,0.846,0.251,0.918,0.154,0.916,0.218
2024-06-12,0.851,0.25,0.923,0.156,0.921,0.221
2024-06-13,0.85,0.25,0.921,0.156,0.919,0.221
2024-06-14,0.847,0.25,0.919,0.157,0.917,0.221
2024-06-15,0.851,0.251,0.923,0.157,0.921,0.222
2024-06-16,0.851,0.253,0.924,0.157,0.922,0.224
2024-06-17,0.851,0.249,0.927,0.156,0.925,0.229
2024-06-18,0.848,0.252,0.921,0.159,0.919,0.23
2024-06-19,0.851,0.253,0.924,0.159,0.921,0.232
2024-06-20,0.849,0.252,0.922,0.157,0.92,0.231
2024-06-21,0.851,0.252,0.924,0.157,0.922,0.232
2024-06-22,0.849,0.25,0.925,0.157,0.923,0.237
2024-06-23,0.849,0.251,0.922,0.159,0.92,0.237
2024-06-24,0.853,0.252,0.925,0.158,0.923,0.237
2024-06-25,0.852,0.251,0.925,0.159,0.923,0.24
2024-06-26,0.849,0.25,0.923,0.16,0.921,0.242
2024-06-27,0.85,0.251,0.924,0.161,0.922,0.243
2024-06-28,0.854,0.251,0.927,0.159,0.924,0.244
2024-06-29,0.852,0.25,0.924,0.161,0.922,0.244
2024-06-30,0.853,0.252,0.925,0.161,0.923,0.246
2024-07-01,0.855,0.251,0.926,0.161,0.924,0.246
2024-07-02,0.853,0.25,0.924,0.161,0.922,0.246
2024-07-03,0.853,0.25,0.924,0.16,0.922,0.247
2024-07-04,0.854,0.252,0.926,0.162,0.924,0.249
2024-07-05,0.848,0.249,0.921,0.161,0.919,0.252
2024-07-06,0.844,0.247,0.916,0.161,0.915,0.252
2024-07-07,0.848,0.248,0.92,0.161,0.918,0.256
2024-07-08,0.847,0.248,0.92,0.161,0.918,0.259
2024-07-09,0.848,0.249,0.921,0.163,0.919,0.264
2024-07-10,0.849,0.251,0.922,0.163,0.92,0.266
