time,total,ipv4,ipv6,torv2,torv3,i2p,cjdns
2024-07-27,0.021,0.065,0.027,,-0.008,0.045,0.286
2024-07-28,0.03,0.072,0.03,,-0.0,0.081,0.143
2024-07-29,0.024,0.069,0.039,,-0.007,0.045,0.125
2024-07-30,0.021,0.071,0.052,,-0.017,0.06,0.125
2024-07-31,0.023,0.075,0.045,,-0.016,0.063,0.125
2024-08-01,-0.016,0.065,0.028,,-0.082,0.072,0.125
2024-08-02,0.013,0.065,0.039,,-0.027,0.058,0.0
2024-08-03,0.02,0.063,0.057,,-0.013,0.04,0.125
2024-08-04,0.039,0.064,0.058,,0.02,0.04,0.0
2024-08-05,0.025,0.066,0.034,,-0.004,0.054,0.0
2024-08-06,0.137,0.165,0.05,,0.126,0.215,2.0
2024-08-07,0.008,0.062,0.036,,-0.036,0.07,0.0
2024-08-08,0.04,0.067,0.072,,0.014,0.07,0.0
2024-08-09,0.036,0.074,0.104,,-0.004,0.097,0.0
2024-08-10,0.061,0.065,0.075,,0.053,0.09,0.0
2024-08-11,0.045,0.058,0.074,,0.027,0.089,0.111
2024-08-12,0.055,0.055,0.061,,0.046,0.111,0.0
2024-08-13,0.072,0.055,0.058,,0.077,0.125,0.0
2024-08-14,0.028,0.034,0.031,,0.011,0.122,0.0
2024-08-15,0.008,0.03,0.029,,-0.024,0.132,0.0
2024-08-16,0.009,0.028,0.018,,-0.023,0.16,-0.1
2024-08-17,0.003,0.018,0.025,,-0.029,0.145,-0.1
2024-08-18,0.021,0.022,0.02,,0.005,0.133,0.0
2024-08-19,0.01,0.02,0.038,,-0.017,0.129,-0.1
2024-08-20,0.015,0.016,0.054,,-0.009,0.154,-0.1
2024-08-21,0.015,0.002,0.051,,-0.001,0.156,-0.2
2024-08-22,0.014,-0.003,0.059,,-0.001,0.149,-0.1
2024-08-23,0.014,-0.006,0.055,,0.0,0.159,0.0
2024-08-24,0.01,-0.014,0.035,,0.002,0.143,0.111
2024-08-25,0.016,-0.013,0.036,,0.012,0.158,0.111
2024-08-26,0.019,-0.011,0.067,,0.007,0.182,0.0
2024-08-27,0.011,-0.015,0.07,,-0.002,0.148,0.25
2024-08-28,0.005,-0.019,0.08,,-0.014,0.158,0.0
2024-08-29,0.01,-0.02,0.089,,-0.004,0.141,0.0
2024-08-30,0.019,-0.017,0.095,,0.01,0.155,0.111
2024-08-31,0.052,-0.016,0.09,,0.076,0.151,0.111
2024-09-01,0.024,-0.018,0.089,,0.02,0.159,0.125
2024-09-02,0.015,-0.019,0.085,,0.003,0.178,0.111
2024-09-03,0.011,-0.016,0.078,,-0.003,0.147,0.111
2024-09-04,0.013,-0.018,0.082,,0.002,0.144,0.0
2024-09-05,0.025,-0.018,0.079,,0.026,0.132,0.111
2024-09-06,0.028,-0.017,0.085,,0.032,0.129,0.111
2024-09-07,-0.039,-0.024,0.068,,-0.088,0.108,0.111
2024-09-08,0.013,-0.021,0.065,,0.011,0.109,0.0
2024-09-09,0.018,-0.015,0.09,,0.012,0.109,0.111
2024-09-10,0.01,-0.028,0.088,,0.007,0.096,-0.1
2024-09-11,0.006,-0.023,0.101,,-0.003,0.078,0.0
2024-09-12,0.002,-0.033,0.077,,-0.0,0.07,0.0
2024-09-13,0.025,-0.019,0.107,,0.032,0.066,0.0
2024-09-14,0.026,-0.018,0.132,,0.028,0.064,0.111
2024-09-15,-0.07,-0.02,0.15,,-0.159,0.06,0.111
2024-09-16,0.03,-0.012,0.157,,0.03,0.061,0.111
2024-09-17,0.025,-0.012,0.162,,0.018,0.062,0.0
2024-09-18,0.023,-0.011,0.139,,0.014,0.082,0.0
2024-09-19,0.015,-0.013,0.108,,0.008,0.065,0.111
2024-09-20,0.012,-0.005,0.106,,-0.001,0.06,0.25
2024-09-21,-0.017,-0.015,0.107,,-0.052,0.062,0.111
2024-09-22,-0.0,-0.015,0.099,,-0.022,0.086,0.0
2024-09-23,-0.066,-0.01,0.095,,-0.152,0.09,0.0
2024-09-24,0.012,-0.01,0.099,,0.002,0.064,0.0
2024-09-25,0.007,-0.017,0.066,,0.002,0.068,0.111
2024-09-26,0.007,-0.015,0.054,,0.003,0.073,0.0
2024-09-27,0.012,-0.016,0.05,,0.013,0.072,0.111
2024-09-28,0.006,-0.024,0.048,,0.006,0.076,0.111
2024-09-29,-0.007,-0.017,0.049,,-0.022,0.062,0.0
2024-09-30,0.01,-0.017,0.077,,0.007,0.059,0.0
2024-10-01,0.008,-0.015,0.061,,0.004,0.061,0.0
2024-10-02,-0.006,-0.013,0.059,,-0.019,0.03,0.0
2024-10-03,-0.305,-0.023,0.037,,-0.596,0.054,0.0
2024-10-04,-0.002,-0.021,0.044,,-0.009,0.064,0.111
2024-10-05,-0.015,-0.011,0.055,,-0.043,0.069,-0.3
2024-10-06,0.009,-0.01,0.065,,0.003,0.059,-0.3
2024-10-07,0.057,-0.004,0.069,,0.095,0.063,-0.3
2024-10-08,0.006,-0.003,0.077,,-0.011,0.07,-0.111
2024-10-09,0.01,0.005,0.103,,-0.011,0.055,-0.2
2024-10-10,0.005,0.007,0.094,,-0.02,0.045,-0.111
2024-10-11,0.01,0.004,0.106,,-0.01,0.044,-0.2
2024-10-12,0.012,0.008,0.134,,-0.012,0.04,-0.4
2024-10-13,0.005,0.009,0.118,,-0.02,0.023,-0.3
2024-10-14,0.011,0.011,0.095,,-0.01,0.039,-0.1
2024-10-15,0.11,0.008,0.08,,0.21,0.008,-0.1
2024-10-16,-0.004,0.002,0.071,,-0.026,0.021,-0.1
2024-10-17,0.007,0.005,0.069,,-0.005,0.014,-0.1
2024-10-18,-0.0,-0.002,0.037,,-0.003,-0.02,-0.111
2024-10-19,0.007,-0.001,0.052,,0.002,0.008,0.1
2024-10-20,-0.0,-0.011,0.041,,-0.002,-0.001,0.1
2024-10-21,0.029,-0.003,0.043,,0.055,-0.029,0.1
2024-10-22,0.013,-0.008,0.064,,0.036,-0.109,0.1
2024-10-23,0.08,-0.012,0.108,,0.176,-0.108,0.0
2024-10-24,-0.011,-0.017,0.129,,-0.019,-0.112,0.0
2024-10-25,-0.001,-0.003,0.137,,-0.003,-0.142,0.1
2024-10-26,-0.004,-0.014,0.142,,-0.007,-0.126,0.0
2024-10-27,-0.012,-0.004,0.159,,-0.034,-0.115,0.0
2024-10-28,0.009,0.003,0.143,,0.009,-0.131,0.0
2024-10-29,0.012,-0.006,0.131,,0.022,-0.126,-0.1
2024-10-30,0.002,0.003,0.127,,-0.002,-0.128,0.1
2024-10-31,0.0,0.001,0.134,,-0.002,-0.156,-0.111
2024-11-01,-0.006,0.001,0.131,,-0.023,-0.101,-0.1
2024-11-02,0.458,0.012,0.166,,1.464,-0.067,0.1
2024-11-03,-0.003,-0.038,0.19,,0.006,-0.162,0.0
2024-11-04,0.014,-0.04,0.167,,0.047,-0.172,0.429
2024-11-05,-0.009,-0.035,0.149,,-0.007,-0.119,0.429
2024-11-06,0.001,-0.039,0.141,,0.012,-0.088,0.286
2024-11-07,0.004,-0.04,0.15,,0.023,-0.13,0.125
2024-11-08,0.026,0.022,0.108,,0.024,-0.054,0.125
2024-11-09,0.036,0.03,0.113,,0.036,-0.036,0.125
2024-11-10,0.035,0.031,0.099,,0.037,-0.042,0.125
2024-11-11,0.025,-0.002,0.068,,0.038,-0.017,0.5
2024-11-12,0.028,-0.008,0.069,,0.044,0.003,0.286
2024-11-13,0.01,-0.015,0.051,,0.026,-0.05,0.111
2024-11-14,-0.008,-0.011,0.051,,-0.019,-0.013,0.111
2024-11-15,0.003,-0.005,0.074,,-0.006,-0.004,0.111
2024-11-16,0.012,-0.01,0.068,,0.016,-0.007,0.111
2024-11-17,-0.182,-0.057,0.123,,-0.287,-0.39,-0.125
2024-11-18,-0.184,-0.057,0.11,,-0.287,-0.407,-0.364
2024-11-19,0.081,0.169,0.119,,0.034,-0.006,-0.091
2024-11-20,0.082,0.17,0.115,,0.033,0.022,-0.091
2024-11-21,0.084,0.164,0.099,,0.032,0.093,0.0
2024-11-22,0.091,0.177,0.071,,0.044,0.09,0.1
2024-11-23,0.096,0.18,0.052,,0.054,0.107,0.0
2024-11-24,0.084,0.17,0.043,,0.031,0.161,0.0
2024-11-25,0.076,0.131,0.061,,0.04,0.122,0.0
2024-11-26,0.098,0.146,0.046,,0.077,0.12,0.0
2024-11-27,0.076,0.161,0.048,,0.023,0.137,0.0
2024-11-28,0.1,0.202,0.054,,0.045,0.128,0.111
2024-11-29,0.097,0.192,0.046,,0.047,0.13,-0.091
2024-11-30,0.09,0.143,0.055,,0.053,0.182,0.25
2024-12-01,0.099,0.147,0.055,,0.08,0.096,0.111
2024-12-02,0.068,0.14,0.035,,0.031,0.07,0.0
2024-12-03,0.074,0.192,0.007,,0.013,0.143,0.1
2024-12-04,0.103,0.238,0.025,,0.034,0.168,0.0
2024-12-05,0.091,0.246,0.035,,0.01,0.126,0.0
2024-12-06,-0.064,0.193,0.041,,-0.259,0.097,0.222
2024-12-07,0.072,0.172,0.03,,0.017,0.125,0.111
2024-12-08,0.044,0.089,0.038,,0.02,0.038,0.0
2024-12-09,0.052,0.111,0.03,,0.024,0.037,0.111
2024-12-10,0.069,0.162,0.051,,0.019,0.047,0.111
2024-12-11,0.08,0.205,0.058,,0.015,0.06,0.0
2024-12-12,-0.435,0.204,0.054,,-0.995,0.069,0.0
2024-12-13,0.098,0.211,0.071,,0.034,0.122,-0.1
2024-12-14,0.12,0.214,0.067,,0.079,0.093,-0.1
2024-12-15,0.122,0.216,0.045,,0.089,0.086,-0.1
2024-12-16,0.091,0.229,0.06,,0.017,0.087,-0.1
2024-12-17,0.382,0.3,0.048,,0.498,0.821,0.286
2024-12-18,0.377,0.303,0.055,,0.48,0.838,0.286
2024-12-19,0.049,0.063,0.063,,0.033,0.076,-0.1
2024-12-20,0.037,0.07,0.054,,0.004,0.076,-0.1
2024-12-21,0.046,0.082,0.055,,0.014,0.084,-0.091
2024-12-22,0.021,-0.026,0.055,,0.032,0.111,-0.091
2024-12-23,0.049,0.071,0.049,,0.029,0.079,0.0
2024-12-24,0.047,0.057,0.058,,0.035,0.06,-0.091
2024-12-25,-0.081,0.102,0.034,,-0.25,0.076,0.1
2024-12-26,0.029,0.087,0.027,,-0.014,0.056,0.0
2024-12-27,0.034,0.071,0.032,,0.006,0.06,0.1
2024-12-28,0.028,0.036,0.034,,0.015,0.071,0.1
2024-12-29,-0.046,0.039,0.038,,-0.142,0.074,0.1
2024-12-30,-0.04,0.085,0.026,,-0.153,0.069,0.0
2024-12-31,-0.094,0.087,0.017,,-0.273,0.118,0.1
2025-01-01,0.046,0.092,0.033,,0.01,0.1,0.0
2025-01-02,-0.02,0.094,0.042,,-0.132,0.11,0.0
2025-01-03,0.045,0.052,0.03,,0.03,0.126,-0.1
2025-01-04,0.055,0.042,0.037,,0.063,0.09,-0.1
2025-01-05,0.196,0.094,0.043,,0.364,0.087,-0.091
2025-01-06,0.061,0.111,0.041,,0.028,0.089,-0.1
2025-01-07,0.06,0.096,0.038,,0.032,0.124,0.0
2025-01-08,0.059,0.076,0.052,,0.04,0.114,-0.1
2025-01-09,0.047,0.054,0.033,,0.034,0.121,-0.1
2025-01-10,0.05,0.052,0.05,,0.043,0.086,0.0
2025-01-11,1.018,0.056,0.068,,216.397,0.068,0.222
2025-01-12,0.039,0.056,0.074,,0.014,0.074,0.111
2025-01-13,0.041,0.043,0.076,,0.027,0.068,0.111
2025-01-14,0.036,0.032,0.076,,0.026,0.062,0.0
2025-01-15,0.037,0.036,0.051,,0.03,0.069,0.111
2025-01-16,0.018,0.04,0.044,,-0.012,0.07,0.111
2025-01-17,0.044,0.045,0.055,,0.038,0.064,0.111
2025-01-18,0.046,0.048,0.052,,0.034,0.108,0.111
2025-01-19,0.061,0.041,0.07,,0.069,0.092,0.111
2025-01-20,0.052,0.042,0.069,,0.049,0.084,0.0
2025-01-21,0.079,0.155,0.071,,0.028,0.108,0.1
2025-01-22,0.036,0.053,0.063,,-0.0,0.148,0.0
2025-01-23,0.059,0.065,0.057,,0.044,0.135,0.0
2025-01-24,0.21,0.067,0.057,,0.415,0.12,-0.182
2025-01-25,0.076,0.059,0.065,,0.081,0.13,0.1
2025-01-26,0.067,0.061,0.062,,0.059,0.142,-0.182
2025-01-27,0.053,0.065,0.053,,0.033,0.123,-0.091
2025-01-28,0.127,0.058,0.058,,0.207,0.106,-0.182
2025-01-29,0.133,0.058,0.053,,0.227,0.085,0.1
2025-01-30,0.217,0.052,0.071,,0.461,0.076,-0.091
2025-01-31,0.069,0.05,0.069,,0.078,0.1,0.0
2025-02-01,0.15,0.054,0.062,,0.26,0.124,0.0
2025-02-02,0.055,0.055,0.06,,0.045,0.103,0.0
2025-02-03,0.055,0.058,0.064,,0.045,0.089,0.0
2025-02-04,0.071,0.051,0.059,,0.084,0.098,0.0
2025-02-05,0.057,0.058,0.058,,0.049,0.1,0.111
2025-02-06,0.043,0.069,0.058,,0.018,0.056,0.0
2025-02-07,0.049,0.064,0.052,,0.035,0.059,0.0
2025-02-08,0.036,0.038,0.047,,0.028,0.057,0.111
2025-02-09,0.02,0.001,0.046,,0.022,0.051,0.111
2025-02-10,-0.095,0.001,0.024,,-0.216,0.062,-0.182
2025-02-11,0.015,-0.002,0.027,,0.019,0.048,0.0
2025-02-12,-0.066,-0.005,0.013,,-0.147,0.047,0.0
2025-02-13,0.031,0.039,0.013,,0.027,0.054,0.222
2025-02-14,0.046,0.026,0.035,,0.061,0.05,0.1
2025-02-15,0.039,0.021,0.04,,0.05,0.05,0.1
2025-02-16,0.018,0.018,0.03,,0.012,0.042,0.0
2025-02-17,0.01,0.005,0.024,,0.01,0.006,0.1
2025-02-18,0.015,0.006,0.017,,0.02,0.024,0.1
2025-02-19,0.006,0.003,0.014,,0.004,0.021,0.1
2025-02-20,0.013,-0.001,0.009,,0.029,-0.007,-0.091
2025-02-21,0.036,0.001,0.032,,0.075,-0.033,-0.1
2025-02-22,0.009,-0.001,0.026,,0.019,-0.036,0.1
2025-02-23,-0.001,-0.002,0.042,,-0.007,-0.014,0.111
2025-02-24,0.016,0.006,0.036,,0.023,-0.012,0.0
2025-02-25,0.018,-0.001,0.048,,0.033,-0.035,0.111
2025-02-26,0.018,0.002,0.045,,0.031,-0.029,0.0
2025-02-27,-0.02,0.002,0.034,,-0.051,-0.015,0.111
2025-02-28,0.017,-0.013,0.048,,0.037,-0.016,0.0
2025-03-01,0.018,0.004,0.046,,0.027,-0.01,0.0
2025-03-02,0.006,0.002,0.035,,0.008,-0.024,-0.091
2025-03-03,0.009,-0.003,0.037,,0.02,-0.042,-0.091
2025-03-04,0.006,-0.005,0.025,,0.016,-0.033,0.222
2025-03-05,0.002,-0.013,0.026,,0.012,-0.034,0.222
2025-03-06,0.009,-0.009,0.021,,0.024,-0.016,0.1
2025-03-07,-0.002,-0.02,0.02,,0.012,-0.034,0.0
2025-03-08,0.012,-0.015,0.026,,0.033,-0.016,0.111
2025-03-09,-0.007,-0.015,0.029,,-0.009,-0.008,0.111
2025-03-10,0.004,-0.009,0.027,,0.011,-0.019,0.0
2025-03-11,0.014,0.028,0.033,,0.006,-0.015,0.0
2025-03-12,0.142,0.02,0.032,,0.314,0.011,0.111
2025-03-13,-0.102,0.01,-0.036,,-0.214,-0.001,-0.1
2025-03-14,0.107,0.029,0.029,,0.213,0.003,-0.1
2025-03-15,0.007,-0.013,0.04,,0.014,0.004,-0.273
2025-03-16,0.001,-0.011,0.034,,0.001,0.01,-0.273
2025-03-17,0.011,-0.01,0.037,,0.021,0.004,-0.273
2025-03-18,-0.166,-0.013,0.036,,-0.352,0.0,-0.2
2025-03-19,0.002,-0.009,0.044,,-0.003,0.017,-0.182
2025-03-20,-0.007,-0.012,0.033,,-0.017,0.021,-0.091
2025-03-21,0.011,-0.012,0.04,,0.02,0.018,-0.091
2025-03-22,-0.001,-0.014,0.039,,-0.001,0.003,0.0
2025-03-23,-0.013,-0.015,0.018,,-0.023,0.012,0.111
2025-03-24,-0.003,-0.008,0.035,,-0.01,0.012,-0.091
2025-03-25,0.019,-0.01,0.015,,0.04,0.02,0.0
2025-03-26,-0.004,-0.015,0.016,,-0.004,0.019,-0.182
2025-03-27,0.001,-0.009,0.016,,0.001,0.018,0.1
2025-03-28,-0.011,-0.017,0.014,,-0.019,0.029,0.1
2025-03-29,0.031,-0.012,0.019,,0.068,0.026,0.0
2025-03-30,0.004,0.002,0.026,,-0.007,0.048,0.0
2025-03-31,0.002,-0.012,0.013,,0.003,0.033,0.1
2025-04-01,0.002,-0.012,0.023,,-0.0,0.041,0.2
2025-04-02,-0.005,-0.007,0.02,,-0.02,0.061,0.2
2025-04-03,-0.024,-0.038,0.039,,-0.037,0.024,0.091
2025-04-04,0.001,-0.006,0.029,,-0.011,0.062,0.091
2025-04-05,-0.018,-0.005,0.034,,-0.05,0.051,-0.091
2025-04-06,0.004,-0.033,0.035,,0.011,0.062,0.2
2025-04-07,0.009,0.002,0.04,,-0.002,0.054,0.1
2025-04-08,0.024,0.008,0.044,,0.026,0.058,0.0
2025-04-09,0.013,0.0,0.046,,0.009,0.049,0.1
2025-04-10,0.014,-0.006,0.039,,0.016,0.04,0.0
2025-04-11,-0.001,-0.001,0.053,,-0.018,0.027,-0.2
2025-04-12,0.159,0.014,0.11,,0.333,0.036,0.0
2025-04-13,0.018,0.006,0.049,,0.014,0.045,0.0
2025-04-14,0.01,0.009,0.044,,-0.0,0.03,0.125
2025-04-15,0.015,0.008,0.044,,0.007,0.045,0.25
2025-04-16,-0.05,0.007,0.033,,-0.124,0.036,0.125
2025-04-17,0.216,0.007,0.034,,0.56,0.037,0.125
2025-04-18,0.019,0.009,0.031,,0.017,0.061,0.0
2025-04-19,0.019,0.011,0.046,,0.015,0.038,0.0
2025-04-20,0.01,0.008,0.033,,0.002,0.042,0.1
2025-04-21,0.014,0.008,0.031,,0.009,0.046,0.1
2025-04-22,0.014,0.01,0.042,,0.002,0.054,0.1
2025-04-23,0.019,0.006,0.036,,0.02,0.05,0.1
2025-04-24,0.006,0.006,0.042,,-0.007,0.037,0.1
2025-04-25,0.01,0.009,0.035,,-0.0,0.035,0.222
2025-04-26,-0.07,0.006,0.027,,-0.167,0.051,-0.091
2025-04-27,0.021,0.007,0.034,,0.025,0.041,0.0
2025-04-28,0.019,0.007,0.027,,0.022,0.036,0.0
2025-04-29,-0.004,0.002,0.011,,-0.011,-0.007,-0.091
2025-04-30,-0.001,0.005,0.031,,-0.014,0.008,-0.182
2025-05-01,0.004,0.006,0.02,,-0.002,0.005,-0.25
2025-05-02,0.011,0.007,0.024,,0.014,-0.009,-0.167
2025-05-03,0.028,0.036,0.018,,0.024,0.034,-0.167
2025-05-04,0.007,0.012,0.016,,0.001,0.012,-0.167
2025-05-05,0.022,0.009,0.015,,0.036,0.008,0.0
2025-05-06,0.013,0.046,0.012,,-0.009,0.017,-0.167
2025-05-07,0.004,0.007,0.008,,0.001,0.008,-0.091
2025-05-08,-0.004,0.005,0.006,,-0.014,0.01,0.0
2025-05-09,0.007,0.015,0.007,,-0.003,0.033,-0.091
2025-05-10,0.012,0.024,0.007,,-0.001,0.047,0.0
2025-05-11,0.025,0.025,0.008,,0.029,0.028,0.25
2025-05-12,0.01,0.02,0.012,,-0.001,0.025,0.111
2025-05-13,0.013,0.025,0.017,,0.0,0.035,0.222
2025-05-14,-0.01,0.017,0.007,,-0.039,0.027,0.111
2025-05-15,0.008,0.008,0.0,,0.006,0.033,0.1
2025-05-16,0.078,0.012,0.011,,0.156,0.041,0.222
2025-05-17,0.016,0.012,0.01,,0.015,0.043,0.111
2025-05-18,0.01,0.009,0.009,,0.013,0.005,0.333
2025-05-19,0.004,-0.004,0.008,,0.008,0.013,0.1
2025-05-20,0.007,0.017,0.015,,-0.003,0.011,0.091
2025-05-21,0.012,0.02,0.018,,0.004,0.014,0.091
2025-05-22,0.011,0.012,0.006,,0.012,0.009,0.091
2025-05-23,0.005,0.018,-0.001,,-0.007,0.024,0.182
2025-05-24,0.015,0.018,-0.003,,0.016,0.023,0.182
2025-05-25,0.011,0.017,0.004,,0.008,0.012,0.091
2025-05-26,0.098,0.02,0.005,,0.212,0.005,0.3
2025-05-27,0.01,0.019,0.011,,0.003,0.011,0.182
2025-05-28,0.019,0.015,0.009,,0.024,0.021,0.3
2025-05-29,0.024,0.021,0.012,,0.024,0.054,0.2
2025-05-30,0.022,0.016,-0.003,,0.03,0.04,0.333
2025-05-31,0.017,0.019,-0.007,,0.018,0.037,0.333
2025-06-01,0.008,0.014,-0.002,,-0.002,0.06,0.1
2025-06-02,0.022,0.015,-0.003,,0.028,0.051,0.1
2025-06-03,0.011,0.014,0.001,,0.006,0.044,0.1
2025-06-04,0.02,0.017,0.002,,0.025,0.033,0.0
2025-06-05,0.017,0.01,0.004,,0.021,0.035,0.0
2025-06-06,-0.004,0.01,0.006,,-0.026,0.046,0.1
2025-06-07,0.016,0.014,0.003,,0.016,0.048,0.2
2025-06-08,0.022,0.007,0.008,,0.035,0.026,0.2
2025-06-09,-0.005,-0.038,0.005,,0.009,0.024,0.1
2025-06-10,0.01,0.005,-0.001,,0.016,0.017,0.1
2025-06-11,0.005,-0.0,-0.019,,0.011,0.024,0.2
2025-06-12,0.003,-0.009,-0.02,,0.014,0.021,0.182
2025-06-13,0.028,-0.001,-0.021,,0.061,0.031,0.1
2025-06-14,0.004,0.006,-0.007,,0.005,-0.001,0.091
2025-06-15,-0.013,0.003,-0.007,,-0.028,-0.0,-0.091
2025-06-16,0.006,0.003,-0.015,,0.015,-0.005,0.1
2025-06-17,0.002,0.009,-0.014,,-0.005,0.037,-0.167
2025-06-18,0.018,0.023,-0.009,,0.017,0.042,0.182
2025-06-19,0.015,0.001,-0.01,,0.024,0.05,0.083
2025-06-20,0.009,-0.002,-0.011,,0.016,0.038,0.083
2025-06-21,0.009,0.002,-0.007,,0.012,0.049,0.167
2025-06-22,0.018,-0.002,0.006,,0.028,0.056,-0.077
2025-06-23,0.007,0.001,0.013,,0.004,0.041,-0.077
2025-06-24,0.009,-0.002,0.015,,0.009,0.039,0.083
2025-06-25,0.012,-0.006,0.01,,0.021,0.032,-0.154
2025-06-26,0.01,-0.003,-0.001,,0.02,0.025,-0.077
2025-06-27,0.01,0.002,0.002,,0.014,0.036,-0.077
2025-06-28,0.015,0.004,-0.008,,0.023,0.039,0.083
2025-06-29,0.015,0.005,0.001,,0.018,0.061,0.167
2025-06-30,0.017,0.01,0.004,,0.018,0.056,0.083
2025-07-01,0.025,0.008,-0.001,,0.038,0.047,0.273
2025-07-02,0.002,0.008,-0.004,,-0.007,0.03,0.273
2025-07-03,0.025,-0.002,-0.003,,0.047,0.043,0.273
2025-07-04,0.019,0.004,-0.001,,0.027,0.059,0.3
2025-07-05,-0.06,0.008,-0.012,,-0.14,0.055,0.3
2025-07-06,0.005,0.008,-0.011,,-0.004,0.062,0.182
2025-07-07,-0.048,0.006,-0.02,,-0.112,0.047,0.083
2025-07-08,0.015,0.008,-0.009,,0.019,0.053,0.0
2025-07-09,0.007,0.042,-0.214,,0.031,0.049,0.091
2025-07-10,0.01,-0.006,-0.033,,0.022,0.065,0.0
2025-07-11,0.025,0.003,-0.009,,0.04,0.076,-0.083
2025-07-12,0.017,0.01,0.002,,0.015,0.074,-0.077
2025-07-13,0.026,0.005,0.014,,0.037,0.064,0.182
2025-07-14,0.028,0.007,0.014,,0.036,0.079,0.167
2025-07-15,0.029,0.006,-0.007,,0.045,0.079,0.4
2025-07-16,0.026,0.004,0.004,,0.035,0.093,0.182
2025-07-17,0.036,0.001,0.017,,0.059,0.075,0.1
2025-07-18,0.021,0.004,0.005,,0.026,0.08,-0.154
2025-07-19,0.026,0.007,0.015,,0.031,0.084,-0.154
2025-07-20,0.013,0.006,0.017,,0.002,0.089,-0.231
2025-07-21,0.029,0.004,0.019,,0.039,0.087,-0.143
2025-07-22,0.014,-0.001,0.006,,0.015,0.079,0.083
2025-07-23,0.025,-0.0,-0.007,,0.04,0.084,0.0
2025-07-24,0.031,0.004,-0.007,,0.052,0.08,-0.077
2025-07-25,0.031,0.005,-0.004,,0.043,0.109,0.182
2025-07-26,0.027,0.005,-0.01,,0.035,0.111,0.0
2025-07-27,0.03,0.004,-0.006,,0.043,0.102,-0.083
2025-07-28,0.034,0.003,0.018,,0.048,0.096,0.0
2025-07-29,0.029,0.005,-0.013,,0.05,0.064,-0.071
2025-07-30,0.029,-0.003,-0.007,,0.052,0.069,-0.077
2025-07-31,0.016,0.001,-0.141,,0.052,0.079,-0.071
2025-08-01,0.009,-0.001,-0.237,,0.065,0.075,0.0
2025-08-02,0.003,0.007,-0.217,,0.039,0.076,0.071
2025-08-03,-0.001,0.005,-0.206,,0.032,0.072,0.077
2025-08-04,0.104,0.002,-0.083,,0.248,0.07,0.077
2025-08-05,0.046,0.003,-0.158,,0.126,0.068,-0.154
2025-08-06,0.078,-0.001,-0.123,,0.198,0.074,-0.154
2025-08-07,0.011,-0.002,-0.075,,0.03,0.069,0.083
2025-08-08,0.033,0.009,0.122,,0.025,0.073,0.0
2025-08-09,-0.05,0.007,-0.148,,-0.087,0.058,0.091
2025-08-10,-0.003,0.007,-0.211,,0.029,0.053,0.0
2025-08-11,0.009,0.005,-0.205,,0.057,0.041,-0.167
2025-08-12,0.009,0.008,-0.141,,0.037,0.058,-0.231
2025-08-13,-0.024,-0.0,-0.253,,-0.001,0.064,0.0
2025-08-14,0.019,-0.0,-0.12,,0.059,0.054,-0.071
2025-08-15,-0.032,-0.098,-0.173,,0.028,0.06,0.0
2025-08-16,-0.023,0.003,-0.344,,0.023,0.052,0.182
2025-08-17,-0.026,-0.002,-0.299,,0.01,0.047,0.0
2025-08-18,-0.002,-0.003,-0.208,,0.041,0.032,0.0
2025-08-19,0.007,0.0,-0.214,,0.061,0.038,0.2
2025-08-20,-0.009,0.004,-0.281,,0.039,0.041,0.0
2025-08-21,-0.017,0.009,-0.324,,0.031,0.031,0.0
2025-08-22,-0.012,0.01,-0.258,,0.023,0.035,-0.167
2025-08-23,-0.017,0.007,-0.286,,0.018,0.052,0.0
